ts,node,s_temp_win_c,s_hum_win_pct,s_temp_out_c,s_hum_out_pct
1764310491.4967377,window,23.7,48.29,23.3,48.3
1764310494.8080053,camera,AWAKE_IN_ROOM,0.8
1764310501.5013483,window,23.7,48.24,23.4,48.1
1764310504.8514187,camera,AWAKE_IN_ROOM,0.8
1764310511.509402,window,23.7,48.18,23.4,47.9
1764310514.9038959,camera,AWAKE_IN_ROOM,0.8
1764310521.5165796,window,23.7,48.12,23.3,47.8
1764310524.9123085,camera,AWAKE_IN_ROOM,0.8
1764310531.5202465,window,23.7,48.05,23.3,47.8
1764310534.9125369,camera,IN_BED_LYING,0.8
1764310541.5258749,window,23.7,47.98,23.4,47.7
1764310544.9170573,camera,IN_BED_LYING,0.8
1764310551.5320997,window,23.69,47.9,23.3,47.5
1764310554.9920309,camera,AWAKE_IN_ROOM,0.8
1764310561.5379696,window,23.67,47.82,23.3,47.6
1764310565.0682733,camera,AWAKE_IN_ROOM,0.8
1764310571.5433128,window,23.66,47.79,23.3,47.8
1764310575.0718303,camera,AWAKE_IN_ROOM,0.8
1764310581.5482864,window,23.66,47.75,23.3,47.7
1764310585.1481993,camera,AWAKE_IN_ROOM,0.8
1764310591.553729,window,23.65,47.71,23.3,47.7
1764310595.1516206,camera,AWAKE_IN_ROOM,0.8
1764310601.5600595,window,23.64,47.68,23.3,47.7
1764310605.1615152,camera,AWAKE_IN_ROOM,0.8
1764310611.565261,window,23.64,47.65,23.3,47.7
1764310615.232251,camera,AWAKE_IN_ROOM,0.8
1764310621.571847,window,23.63,47.63,23.3,47.7
1764310625.2414858,camera,AWAKE_IN_ROOM,0.8
1764310631.5769296,window,23.63,47.63,23.3,47.9
1764310635.321698,camera,AWAKE_IN_ROOM,0.8
1764310641.5826094,window,23.62,47.62,23.3,47.8
1764310645.3959093,camera,AWAKE_IN_ROOM,0.8
1764310651.5874727,window,23.62,47.63,23.3,47.9
1764310655.4677749,camera,AWAKE_IN_ROOM,0.8
1764310661.5945387,window,23.62,47.66,23.3,47.9
1764310665.5487063,camera,AWAKE_IN_ROOM,0.8
1764310671.601129,window,23.62,47.66,23.3,47.9
1764310675.5601678,camera,AWAKE_IN_ROOM,0.8
1764310681.6040847,window,23.6,47.66,23.3,47.8
1764310685.6338825,camera,AWAKE_IN_ROOM,0.8
1764310691.6087315,window,23.6,47.63,23.2,47.7
1764310695.694896,camera,AWAKE_IN_ROOM,0.8
1764310699.946524,window,,
1764310701.614896,window,23.6,47.66,23.2,48.1
1764310705.7071905,camera,AWAKE_IN_ROOM,0.8
1764310709.943007,window,,
1764310711.622725,window,23.6,47.68,23.2,47.9
1764310715.770856,camera,AWAKE_IN_ROOM,0.8
1764311156.4442084,window,,
1764311156.4448154,window,23.59,47.67,23.2,47.8
1764310725.7775614,camera,AWAKE_IN_ROOM,0.8
1764311156.4456446,window,,
1764311156.4456446,window,23.58,47.64,23.2,47.7
1764310735.8000724,camera,AWAKE_IN_ROOM,0.8
1764311156.4463904,window,,
1764311156.4468935,window,23.57,47.61,23.2,47.6
1764310745.8738253,camera,AWAKE_IN_ROOM,0.8
1764311156.4475386,window,,
1764311156.4475386,window,23.56,47.58,23.2,47.6
1764310755.8807635,camera,AWAKE_IN_ROOM,0.8
1764311156.4481685,window,23.55,47.54,23.2,47.6
1764310765.9531472,camera,AWAKE_IN_ROOM,0.8
1764311156.4488082,window,23.54,47.52,23.2,47.6
1764310775.955856,camera,AWAKE_IN_ROOM,0.8
1764311156.44941,window,23.54,47.48,23.2,47.6
1764310785.9596138,camera,AWAKE_IN_ROOM,0.8
1764311156.4499123,window,23.53,47.47,23.2,47.6
1764310796.032478,camera,AWAKE_IN_ROOM,0.8
1764311156.4505966,window,23.53,47.46,23.1,47.6
1764310806.1227393,camera,AWAKE_IN_ROOM,0.8
1764311156.4505966,window,23.52,47.47,23.1,47.7
1764310816.1934338,camera,AWAKE_IN_ROOM,0.8
1764311156.4518778,window,23.52,47.49,23.1,47.8
1764310826.2542963,camera,AWAKE_IN_ROOM,0.8
1764311156.4523814,window,23.52,47.52,23.2,48.0
1764310836.2622778,camera,AWAKE_IN_ROOM,0.8
1764311156.4529028,window,23.52,47.53,23.2,47.8
1764310846.3024447,camera,AWAKE_IN_ROOM,0.8
1764311156.4539356,window,23.51,47.54,23.2,47.8
1764310856.3079035,camera,AWAKE_IN_ROOM,0.8
1764311156.4539356,window,23.51,47.53,23.1,47.6
1764310866.3833413,camera,AWAKE_IN_ROOM,0.8
1764311156.4549377,window,23.51,47.53,23.2,47.7
1764310876.3857193,camera,AWAKE_IN_ROOM,0.8
1764311156.4555914,window,23.51,47.51,23.1,47.6
1764310886.3886573,camera,AWAKE_IN_ROOM,0.8
1764311156.456098,window,23.51,47.49,23.2,47.5
1764310896.4648762,camera,AWAKE_IN_ROOM,0.8
1764311156.4566505,window,23.51,47.48,23.1,47.4
1764310906.5225692,camera,AWAKE_IN_ROOM,0.8
1764311156.4572973,window,23.49,47.45,23.1,47.4
1764310916.548086,camera,AWAKE_IN_ROOM,0.8
1764311156.4572973,window,23.49,47.43,23.1,47.5
1764310926.551033,camera,AWAKE_IN_ROOM,0.8
1764311156.458403,window,23.49,47.41,23.2,47.5
1764310936.6323826,camera,AWAKE_IN_ROOM,0.8
1764311156.4589674,window,23.5,47.38,23.2,47.4
1764310946.6347601,camera,AWAKE_IN_ROOM,0.8
1764311156.459525,window,23.5,47.37,23.2,47.4
1764310956.710457,camera,AWAKE_IN_ROOM,0.8
1764311156.460101,window,23.5,47.36,23.1,47.4
1764310966.788044,camera,AWAKE_IN_ROOM,0.8
1764311156.4607089,window,23.5,47.34,23.2,47.5
1764310976.791464,camera,AWAKE_IN_ROOM,0.8
1764311156.4621572,window,23.5,47.33,23.2,47.5
1764310986.821159,camera,AWAKE_IN_ROOM,0.8
1764311156.462933,window,23.5,47.33,23.1,47.5
1764310996.8717453,camera,AWAKE_IN_ROOM,0.8
1764311156.4634364,window,23.5,47.31,23.1,47.5
1764311006.937581,camera,AWAKE_IN_ROOM,0.8
1764311156.463972,window,23.5,47.29,23.2,47.4
1764311016.9444752,camera,AWAKE_IN_ROOM,0.8
1764311156.4645777,window,23.5,47.29,23.2,47.5
1764311026.9482806,camera,AWAKE_IN_ROOM,0.8
1764311156.4650803,window,23.5,47.28,23.2,47.4
1764311036.9505723,camera,AWAKE_IN_ROOM,0.8
1764311156.465704,window,23.5,47.25,23.1,47.4
1764311047.022809,camera,AWAKE_IN_ROOM,0.8
1764311156.4662077,window,23.5,47.23,23.2,47.4
1764311057.1140957,camera,AWAKE_IN_ROOM,0.8
1764311156.4667137,window,23.5,47.23,23.2,47.4
1764311067.1814175,camera,AWAKE_IN_ROOM,0.8
1764311156.4673593,window,23.5,47.24,23.1,47.6
1764311077.2500265,camera,AWAKE_IN_ROOM,0.8
1764311156.467868,window,23.5,47.26,23.2,47.5
1764311087.3213031,camera,AWAKE_IN_ROOM,0.8
1764311156.468388,window,23.5,47.28,23.2,47.6
1764311097.3388143,camera,AWAKE_IN_ROOM,0.8
1764311156.4688923,window,23.5,47.28,23.2,47.6
1764311107.4196851,camera,AWAKE_IN_ROOM,0.8
1764311156.469475,window,23.5,47.29,23.1,47.5
1764311117.5058396,camera,AWAKE_IN_ROOM,0.8
1764311156.4699793,window,23.5,47.27,23.1,47.4
1764311127.5652385,camera,AWAKE_IN_ROOM,0.8
1764311156.4705427,window,23.5,47.29,23.2,47.6
1764311137.5849955,camera,AWAKE_IN_ROOM,0.8
1764311156.4705427,window,23.5,47.31,23.1,47.6
1764311147.5899038,camera,AWAKE_IN_ROOM,0.8
1764311156.4712684,window,23.5,47.35,23.2,47.8
1764311156.471772,bedside,24.2,47.3
1764311156.471772,bedside,,
1764311156.472449,bedside,,
1764311156.472449,bedside,,
1764311156.4729881,window,,
1764311156.4729881,window,,
1764311156.4735007,window,,
1764311156.4735007,window,,
1764311156.4740033,window,,
1764311156.4740033,window,,
1764311157.601632,camera,AWAKE_IN_ROOM,0.8
1764311159.0794148,bedside,24.27,47.23
1764311161.7702224,window,23.5,47.42,23.2,48.0
1764311167.623347,camera,AWAKE_IN_ROOM,0.8
1764311171.7739038,window,23.5,47.6,23.2,49.2
1764311177.6379287,camera,AWAKE_IN_ROOM,0.8
1764311181.7804205,window,23.5,47.82,23.2,49.3
1764311187.7013352,camera,AWAKE_IN_ROOM,0.8
1764311191.7878096,window,23.51,47.95,23.3,48.8
1764311196.4148307,bedside,24.3,47.2
1764311197.7021034,camera,AWAKE_IN_ROOM,0.8
1764311201.7914276,window,23.52,47.99,23.3,48.3
1764311206.4070938,bedside,24.1,44.72
1764311207.7764876,camera,AWAKE_IN_ROOM,0.8
1764311211.7985616,window,23.53,47.96,23.2,48.0
1764311216.4079022,bedside,23.77,42.15
1764311217.8668897,camera,AWAKE_IN_ROOM,0.8
1764311221.8050025,window,23.54,47.92,23.2,47.9
1764311226.4116504,bedside,23.33,40.02
1764311227.935994,camera,AWAKE_IN_ROOM,0.8
1764311231.8096926,window,23.55,47.89,23.2,47.9
1764311236.408874,bedside,22.84,38.41
1764311238.0241075,camera,AWAKE_IN_ROOM,0.8
1764311241.817634,window,23.56,47.85,23.3,47.8
1764311246.4089532,bedside,22.29,37.24
1764311248.093244,camera,AWAKE_IN_ROOM,0.8
1764311251.8203099,window,23.56,47.78,23.3,47.6
1764311256.411978,bedside,21.72,36.45
1764311258.0988019,camera,AWAKE_IN_ROOM,0.8
1764311261.825818,window,23.57,47.71,23.3,47.5
1764311266.40896,bedside,21.12,35.98
1764311268.1780307,camera,AWAKE_IN_ROOM,0.8
1764311271.8316472,window,23.57,47.7,23.2,47.9
1764311276.4143047,bedside,20.49,35.78
1764311278.198637,camera,AWAKE_IN_ROOM,0.8
1764311281.840288,window,23.58,47.65,23.2,47.7
1764311286.4101136,bedside,19.87,35.8
1764311288.2603145,camera,AWAKE_IN_ROOM,0.8
1764311291.8485825,window,23.58,47.63,23.2,47.6
1764311296.4109783,bedside,19.24,36.01
1764311298.3181698,camera,AWAKE_IN_ROOM,0.8
1764311301.8496194,window,23.58,47.63,23.3,47.7
1764311306.4122586,bedside,18.6,36.39
1764311308.3197768,camera,AWAKE_IN_ROOM,0.8
1764311311.8543942,window,23.58,47.59,23.3,47.6
1764311316.41204,bedside,17.97,36.91
1764311318.3274152,camera,AWAKE_IN_ROOM,0.8
1764311321.8617513,window,23.59,47.56,23.3,47.6
1764311326.4142478,bedside,17.34,37.55
1764311328.3413966,camera,AWAKE_IN_ROOM,0.8
1764311331.8660712,window,23.59,47.53,23.3,47.4
1764311336.4147408,bedside,16.72,38.29
1764311338.415674,camera,AWAKE_IN_ROOM,0.8
1764311341.8748498,window,23.59,47.46,23.2,47.3
1764311346.415737,bedside,16.11,39.1
1764311348.4162705,camera,AWAKE_IN_ROOM,0.8
1764311351.8793945,window,23.58,47.41,23.2,47.2
1764311358.426886,camera,AWAKE_IN_ROOM,0.8
1764311361.8859708,window,23.57,47.37,23.2,47.2
1764311368.5011358,camera,AWAKE_IN_ROOM,0.8
1764311371.8922276,window,23.57,47.33,23.2,47.2
1764311378.501458,camera,AWAKE_IN_ROOM,0.8
1764311381.8990045,window,23.56,47.35,23.2,47.8
1764311388.5028405,camera,AWAKE_IN_ROOM,0.8
1764311391.9023726,window,23.55,47.37,23.2,47.7
1764311398.5070329,camera,AWAKE_IN_ROOM,0.8
1764311401.9087274,window,23.55,47.36,23.2,47.5
1764311408.568672,camera,AWAKE_IN_ROOM,0.8
1764311411.9142945,window,23.54,47.34,23.2,47.4
1764311418.5868247,camera,AWAKE_IN_ROOM,0.8
1764311421.9215748,window,23.54,47.33,23.2,47.5
1764311428.6543832,camera,AWAKE_IN_ROOM,0.8
1764311431.927103,window,23.53,47.37,23.2,47.9
1764311438.7146761,camera,AWAKE_IN_ROOM,0.8
1764311441.9328732,window,23.53,47.46,23.2,48.2
1764311448.7419589,camera,AWAKE_IN_ROOM,0.8
1764311451.931589,window,23.54,47.5,23.2,47.9
1764311458.8172243,camera,AWAKE_IN_ROOM,0.8
1764311461.9360392,window,23.54,47.48,23.3,47.6
1764311468.8201115,camera,AWAKE_IN_ROOM,0.8
1764311471.9421165,window,23.55,47.44,23.3,47.4
1764311478.8252869,camera,AWAKE_IN_ROOM,0.8
1764311481.9465926,window,23.56,47.39,23.3,47.2
1764311488.8794155,camera,AWAKE_IN_ROOM,0.8
1764311491.9526472,window,23.56,47.34,23.3,47.1
1764311498.8903506,camera,AWAKE_IN_ROOM,0.8
1764311501.9582114,window,23.57,47.27,23.2,47.0
1764311508.927983,camera,AWAKE_IN_ROOM,0.8
1764311511.9643047,window,23.57,47.22,23.2,47.0
1764311518.9400146,camera,AWAKE_IN_ROOM,0.8
1764311521.970405,window,23.56,47.16,23.2,47.0
1764311528.996535,camera,AWAKE_IN_ROOM,0.8
1764311531.9735522,window,23.55,47.12,23.2,47.1
1764311538.9976,camera,AWAKE_IN_ROOM,0.8
1764311541.9789717,window,23.55,47.13,23.2,47.5
1764311549.0838823,camera,AWAKE_IN_ROOM,0.8
1764311551.9834933,window,23.54,47.16,23.2,47.7
1764311559.0980062,camera,AWAKE_IN_ROOM,0.8
1764311561.9904828,window,23.54,47.16,23.2,47.5
1764311569.1499515,camera,AWAKE_IN_ROOM,0.8
1764311571.9915128,window,23.53,47.17,23.1,47.3
1764311579.1564796,camera,AWAKE_IN_ROOM,0.8
1764311581.999531,window,23.53,47.16,23.2,47.3
1764311589.1584942,camera,AWAKE_IN_ROOM,0.8
1764311592.0071297,window,23.52,47.15,23.1,47.3
1764311599.2284636,camera,AWAKE_IN_ROOM,0.8
1764311602.0145643,window,23.52,47.14,23.2,47.2
1764311609.2318773,camera,AWAKE_IN_ROOM,0.8
1764311612.019388,window,23.52,47.14,23.1,47.2
1764311619.2439709,camera,AWAKE_IN_ROOM,0.8
1764311622.0269334,window,23.52,47.13,23.2,47.2
1764311629.3176386,camera,AWAKE_IN_ROOM,0.8
1764311632.0297341,window,23.51,47.13,23.1,47.3
1764311639.3322678,camera,AWAKE_IN_ROOM,0.8
1764311642.0367389,window,23.51,47.15,23.2,47.5
1764311649.3390381,camera,AWAKE_IN_ROOM,0.8
1764311652.0431662,window,23.51,47.2,23.2,47.7
1764311659.4085226,camera,AWAKE_IN_ROOM,0.8
1764311662.0490408,window,23.51,47.22,23.2,47.5
1764311669.4688296,camera,AWAKE_IN_ROOM,0.8
1764311672.0588875,window,23.51,47.21,23.2,47.4
1764311679.4736516,camera,AWAKE_IN_ROOM,0.8
1764311682.0646584,window,23.51,47.2,23.2,47.3
1764311689.4926958,camera,AWAKE_IN_ROOM,0.8
1764311692.065159,window,23.51,47.17,23.2,47.2
1764311699.4956074,camera,AWAKE_IN_ROOM,0.8
1764311702.070625,window,23.5,47.2,23.2,47.6
1764311709.4963675,camera,AWAKE_IN_ROOM,0.8
1764311712.0754979,window,23.5,47.22,23.2,47.5
1764311719.5642715,camera,AWAKE_IN_ROOM,0.8
1764311722.080391,window,23.5,47.23,23.2,47.5
1764311729.579184,camera,AWAKE_IN_ROOM,0.8
1764311732.0868502,window,23.5,47.25,23.2,47.6
1764311739.6538277,camera,AWAKE_IN_ROOM,0.8
1764311742.095229,window,23.5,47.26,23.2,47.5
1764311749.6559508,camera,AWAKE_IN_ROOM,0.8
1764311752.093059,window,23.5,47.27,23.2,47.4
1764311759.6594193,camera,AWAKE_IN_ROOM,0.8
1764311762.0998194,window,23.5,47.24,23.2,47.2
1764311769.7347596,camera,AWAKE_IN_ROOM,0.8
1764311772.107162,window,23.5,47.22,23.2,47.2
1764311775.9264581,bedside,5.4,70.4
1764311779.8190362,camera,AWAKE_IN_ROOM,0.8
1764311782.1129472,window,23.51,47.22,23.3,47.3
1764311785.9238942,bedside,5.47,70.92
1764311789.838299,camera,AWAKE_IN_ROOM,0.8
1764311792.1194015,window,23.53,47.23,23.3,47.4
1764311795.9304779,bedside,5.52,71.67
1764311799.8831756,camera,AWAKE_IN_ROOM,0.8
1764311802.125307,window,23.54,47.23,23.3,47.4
1764311805.92871,bedside,5.57,72.58
1764311809.9501066,camera,AWAKE_IN_ROOM,0.8
1764311812.1294656,window,23.54,47.21,23.3,47.2
1764311815.9357145,bedside,5.63,73.46
1764311819.9749153,camera,AWAKE_IN_ROOM,0.8
1764311822.136564,window,23.55,47.19,23.3,47.3
1764311825.9367895,bedside,5.66,74.24
1764311830.0516887,camera,AWAKE_IN_ROOM,0.8
1764311832.1426404,window,23.56,47.19,23.3,47.3
1764311835.934756,bedside,5.69,74.84
1764311840.0921984,camera,AWAKE_IN_ROOM,0.8
1764311842.149584,window,23.56,47.18,23.3,47.2
1764311845.936638,bedside,5.69,75.23
1764311850.0943475,camera,AWAKE_IN_ROOM,0.8
1764311852.1552916,window,23.57,47.18,23.3,47.3
1764311855.9435241,bedside,5.68,75.35
1764311860.166791,camera,AWAKE_IN_ROOM,0.8
1764311862.163776,window,23.57,47.27,23.3,48.1
1764311865.9430692,bedside,5.65,75.19
1764311870.1785152,camera,AWAKE_IN_ROOM,0.8
1764311872.1759806,window,23.58,47.32,23.3,47.9
1764311875.948142,bedside,5.61,74.78
1764311880.1788483,camera,AWAKE_IN_ROOM,0.8
1764311882.1796877,window,23.59,47.33,23.3,47.7
1764311890.2648625,camera,AWAKE_IN_ROOM,0.8
1764311892.1868112,window,23.61,47.33,23.3,47.6
1764311900.333605,camera,AWAKE_IN_ROOM,0.8
1764311902.194273,window,23.62,47.31,23.4,47.4
1764311910.4255946,camera,AWAKE_IN_ROOM,0.8
1764311912.201727,window,23.63,47.26,23.4,47.2
1764311920.4945314,camera,AWAKE_IN_ROOM,0.8
1764311922.206614,window,23.64,47.21,23.4,47.1
1764311930.503023,camera,AWAKE_IN_ROOM,0.8
1764311932.215206,window,23.65,47.17,23.4,47.1
1764311940.507097,camera,AWAKE_IN_ROOM,0.8
1764311942.2221293,window,23.65,47.11,23.4,47.0
1764311950.510208,camera,AWAKE_IN_ROOM,0.8
1764311952.2280133,window,23.66,47.05,23.4,46.9
1764311960.5847223,camera,AWAKE_IN_ROOM,0.8
1764311962.235851,window,23.67,47.0,23.4,46.8
1764311970.5854485,camera,AWAKE_IN_ROOM,0.8
1764311972.2428176,window,23.67,46.97,23.4,47.0
1764311980.6612952,camera,AWAKE_IN_ROOM,0.8
1764311982.2497544,window,23.67,46.95,23.4,47.0
1764311990.6653674,camera,AWAKE_IN_ROOM,0.8
1764311992.2571087,window,23.68,46.92,23.4,47.0
1764312000.6711612,camera,AWAKE_IN_ROOM,0.8
1764312002.2638543,window,23.68,46.89,23.4,46.8
1764312010.7581594,camera,AWAKE_IN_ROOM,0.8
1764312012.2710664,window,23.68,46.86,23.4,46.8
1764312020.825304,camera,AWAKE_IN_ROOM,0.8
1764312022.2775521,window,23.69,46.87,23.4,47.1
1764312030.8384082,camera,AWAKE_IN_ROOM,0.8
1764312032.2839494,window,23.69,46.89,23.4,47.2
1764312040.8407297,camera,AWAKE_IN_ROOM,0.8
1764312042.29211,window,23.69,46.89,23.4,47.1
1764312050.9076846,camera,AWAKE_IN_ROOM,0.8
1764312052.2985582,window,23.7,46.92,23.4,47.3
1764312060.910025,camera,AWAKE_IN_ROOM,0.8
1764312062.3053598,window,23.72,46.98,23.5,47.6
1764312070.9221792,camera,AWAKE_IN_ROOM,0.8
1764312072.3123467,window,23.71,47.07,23.5,48.0
1764312080.993302,camera,AWAKE_IN_ROOM,0.8
1764312082.3205194,window,23.73,47.12,23.5,47.5
1764312091.0040536,camera,AWAKE_IN_ROOM,0.8
1764312092.32541,window,23.74,47.1,23.4,47.1
1764312101.0046566,camera,AWAKE_IN_ROOM,0.8
1764312102.3321297,window,23.74,47.06,23.5,46.8
1764312111.089512,camera,AWAKE_IN_ROOM,0.8
1764312112.3364863,window,23.75,47.0,23.5,46.9
1764312121.0897293,camera,AWAKE_IN_ROOM,0.8
1764312122.3462586,window,23.76,46.94,23.5,46.8
1764312131.0901942,camera,AWAKE_IN_ROOM,0.8
1764312132.3473523,window,23.75,46.91,23.5,46.9
1764312141.1650214,camera,AWAKE_IN_ROOM,0.8
1764312142.3529696,window,23.76,46.88,23.5,46.9
1764312151.1651711,camera,AWAKE_IN_ROOM,0.8
1764312152.3605092,window,23.76,46.85,23.5,46.9
1764312162.3676941,window,23.77,46.83,23.5,46.9
1764312172.3708868,window,23.77,46.78,23.5,46.8
1764312182.3785815,window,23.78,46.74,23.5,46.6
1764312192.385282,window,23.77,46.72,23.4,46.7
1764312202.3909366,window,23.76,46.7,23.4,46.8
1764312212.3990495,window,23.75,46.69,23.4,46.8
1764312222.4037585,window,23.76,46.67,23.4,46.8
1764312232.4080458,window,23.75,46.66,23.4,46.7
1764312242.4163082,window,23.74,46.68,23.5,47.0
1764312252.4223187,window,23.75,46.72,23.5,47.0
1764312262.4299426,window,23.76,46.73,23.5,46.9
1764312272.4341316,window,23.76,46.75,23.5,47.1
1764312282.4410095,window,23.77,46.76,23.5,47.0
1764312292.4462323,window,23.77,46.78,23.5,47.1
1764312302.4529595,window,23.78,46.81,23.5,47.2
1764312312.4611154,window,23.78,46.85,23.5,47.2
1764312322.466796,window,23.78,46.98,23.5,48.0
1764312324.558939,bedside,7.2,67.8
1764312332.483905,window,23.8,47.1,23.5,47.9
1764312334.5581386,bedside,8.27,70.73
1764312342.4811049,window,23.8,47.14,23.5,47.5
1764312344.560949,bedside,8.93,73.74
1764312352.4893425,window,23.8,47.11,23.5,47.0
1764312354.5619233,bedside,9.52,76.6
1764312362.4962819,window,23.8,47.03,23.5,46.7
1764312364.5657644,bedside,10.05,79.22
1764312372.5023568,window,23.8,46.95,23.5,46.6
1764312374.5654206,bedside,10.54,81.62
1764312382.5101545,window,23.8,46.87,23.5,46.5
1764312384.568078,bedside,11.01,83.77
1764312392.517571,window,23.8,46.79,23.5,46.4
1764312394.5703893,bedside,11.47,85.68
1764312402.52511,window,23.8,46.72,23.5,46.4
1764312404.5716329,bedside,11.92,87.33
1764312412.5391314,window,23.8,46.66,23.5,46.4
1764312414.5753975,bedside,12.36,88.46
1764312422.5453665,window,23.8,46.61,23.4,46.4
1764312424.5759797,bedside,12.81,88.71
1764312432.5502002,window,23.8,46.55,23.4,46.4
1764312434.577444,bedside,13.27,88.15
1764312442.558719,window,23.79,46.5,23.4,46.4
1764312444.5804543,bedside,13.73,87.03
1764312452.5653508,window,23.77,46.47,23.4,46.5
1764312454.5820684,bedside,14.2,85.56
1764312462.5735404,window,23.76,46.44,23.4,46.5
1764312464.585686,bedside,14.65,83.83
1764312472.5794637,window,23.76,46.42,23.4,46.5
1764312474.5874805,bedside,15.09,82.01
1764312482.5881803,window,23.75,46.4,23.4,46.5
1764312484.5897143,bedside,15.52,80.12
1764312492.5935698,window,23.74,46.37,23.4,46.5
1764312494.592341,bedside,15.93,78.26
1764312502.6042204,window,23.74,46.36,23.4,46.5
1764312504.5946293,bedside,16.34,76.43
1764312512.6066444,window,23.73,46.38,23.4,46.8
1764312514.5969992,bedside,16.74,74.68
1764312522.6143441,window,23.73,46.4,23.4,46.8
1764312524.600071,bedside,17.12,73.01
1764312532.6186852,window,23.71,46.41,23.3,46.7
1764312534.6013322,bedside,17.47,71.43
1764312542.6265388,window,23.71,46.41,23.3,46.7
1764312544.6026514,bedside,17.81,69.91
1764312552.6330273,window,23.71,46.44,23.4,46.8
1764312554.612393,bedside,18.14,68.47
1764312562.6411765,window,23.71,46.46,23.4,46.9
1764312564.608602,bedside,18.45,67.13
1764312572.6502767,window,23.71,46.48,23.3,46.7
1764312574.616609,bedside,18.74,65.86
1764312582.6610565,window,23.69,46.49,23.4,46.7
1764312584.6093972,bedside,19.03,64.65
1764312592.6605687,window,23.68,46.5,23.4,46.8
1764312594.6128607,bedside,19.3,63.52
1764312602.6676843,window,23.67,46.5,23.3,46.7
1764312604.615298,bedside,19.57,62.48
1764312612.6738472,window,23.67,46.49,23.3,46.6
1764312614.6150215,bedside,19.82,61.52
1764312622.680768,window,23.66,46.47,23.3,46.5
1764312624.6185615,bedside,20.06,60.61
1764312632.6873574,window,23.67,46.46,23.4,46.5
1764312634.6212988,bedside,20.27,59.76
1764312642.6955457,window,23.66,46.44,23.3,46.5
1764312644.625303,bedside,20.49,58.96
1764312652.7014441,window,23.65,46.42,23.3,46.5
1764312662.7083054,window,23.64,46.4,23.3,46.5
1764312672.7168353,window,23.64,46.39,23.3,46.4
1764312682.723066,window,23.63,46.4,23.3,46.6
1764312692.7339036,window,23.63,46.4,23.3,46.6
1764312702.7393634,window,23.63,46.39,23.3,46.5
1764312712.741434,window,23.62,46.39,23.3,46.5
1764312722.7521148,window,23.62,46.38,23.3,46.5
1764312732.7548926,window,23.62,46.38,23.3,46.5
1764312742.769589,window,23.61,46.37,23.3,46.5
1764312743.663156,bedside,22.3,53.1,
1764312752.768114,window,23.61,46.37,23.3,46.6
1764312893.5388744,window,23.61,46.38,23.3,46.6
1764312893.6223402,bedside,22.77,52.34,
1764312911.0315654,window,23.6,46.37,23.2,46.5
1764312913.3615825,bedside,23.03,51.39,
1764312926.5117745,window,23.58,46.36,23.2,46.6
1764312928.8233626,bedside,23.14,50.78,
